feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Streptococcus_sanguinis	lypma	lypma	1.56062476973254	0.43815036150174	30	22	0.00195396177471379	0.010746246315872
Veillonella_infantium	qiaamp	qiaamp	-1.76538224520898	0.495510439282792	30	14	0.00194985239456599	0.010746246315872
Pseudomonas_aeruginosa	benzonase	benzonase	-0.922020875312593	0.258006675472953	30	29	0.00190125260813795	0.010746246315872
Streptococcus_gordonii	host_zero	host_zero	1.20676934140261	0.340214158974996	30	24	0.00202201791817101	0.0110356611731164
Oribacterium_parvum	qiaamp	qiaamp	-1.35483719236556	0.382860062664372	30	3	0.00206159780690421	0.011095404863547
Haemophilus_parainfluenzae	qiaamp	qiaamp	-1.92941727523532	0.54495589845518	30	4	0.00205313222142676	0.011095404863547
Oribacterium_parvum	host_zero	host_zero	-1.35335939600055	0.382860062664372	30	3	0.00208012783336648	0.0111179246266139
Actinomyces_oris	lypma	lypma	1.37869685507872	0.400022096397376	30	25	0.00210232582687598	0.0111596062728006
Granulicatella_adiacens	molysis	molysis	1.023198335361	0.290645419846609	30	22	0.00215087590947087	0.011339651903673
Gemella_bergeri	host_zero	host_zero	1.02616117708838	0.300293621581452	30	20	0.00225998646190595	0.0118343885674129
Parvimonas_micra	molysis	molysis	1.49165365092493	0.428044247059807	30	21	0.00233581094863986	0.0121493522496369
Actinomyces_naeslundii	host_zero	host_zero	1.48359259920367	0.428155271212762	30	17	0.00244488669704377	0.0126319146013928
Enterococcus_faecalis	molysis	molysis	-2.03697753199798	0.588646417928738	30	3	0.00247124171133362	0.0126835253396262
Granulicatella_adiacens	host_zero	host_zero	1.00230974828073	0.290645419846609	30	22	0.00254002384283116	0.0129507794618036
Stomatobaculum_longum	qiaamp	qiaamp	-1.79044983877437	0.520518642595148	30	12	0.00259233307348363	0.0131310989016328
Brochothrix_campestris	benzonase	benzonase	-1.36746755868435	0.398818223027837	30	0	0.00265867948794325	0.0132933974397163
Solobacterium_moorei	molysis	molysis	1.38656273321801	0.404161651013759	30	22	0.00264695488724195	0.0132933974397163
Sharpea_azabuensis	qiaamp	qiaamp	-1.52391884552691	0.446259821856305	30	0	0.00274555413538097	0.0136397721469247
Aeriscardovia_aeriphila	qiaamp	qiaamp	0.8385550655868	0.246542778740373	30	18	0.00283314105154488	0.0137819117117913
X.Collinsella._massiliensis	molysis	molysis	0.802439656448305	0.241392945610232	30	20	0.00283898998052522	0.0137819117117913
Solobacterium_moorei	benzonase	benzonase	1.37592298359265	0.404161651013759	30	22	0.0028127504578802	0.0137819117117913
Prevotella_salivae	qiaamp	qiaamp	-1.70388544239591	0.50123137033491	30	10	0.00284529790178918	0.0137819117117913
Enterorhabdus_caecimuris	qiaamp	qiaamp	-1.20002536189607	0.354136898491439	30	0	0.0029170804637399	0.0140418469527852
Streptococcus_oralis	benzonase	benzonase	1.52213853024285	0.460080835546914	30	26	0.00295065779486532	0.0141158011791396
Stenotrophomonas_rhizophila	molysis	molysis	-2.55612247501952	0.756215985801076	30	10	0.00297439199757617	0.0141420478412364
Actinomyces_sp_HPA0247	molysis	molysis	1.17841212351832	0.349281193376416	30	24	0.00301806887018203	0.0142229512314903
Atopobium_deltae	benzonase	benzonase	-1.36746755868435	0.405490556749953	30	0	0.00302811219767214	0.0142229512314903
Corynebacterium_atypicum	molysis	molysis	-1.41466387605802	0.420197947921783	30	0	0.00306825250846772	0.0143246728557981
Oribacterium_sp_oral_taxon_078	benzonase	benzonase	-1.36746755868435	0.407040122780997	30	3	0.00311896006228481	0.0144742158579085
Actinomyces_graevenitzii	qiaamp	qiaamp	1.19484710236771	0.356164184449598	30	25	0.00315342616338866	0.0144874402748069
X.Collinsella._massiliensis	host_zero	host_zero	0.791870276028633	0.241392945610232	30	20	0.00315919665347401	0.0144874402748069
Nakamurella_silvestris	molysis	molysis	-1.49150501548104	0.445054346843355	30	0	0.00317876199573001	0.0144914149805339
Veillonella_dispar	host_zero	host_zero	-1.36778350672622	0.410731267801805	30	21	0.0033373477254323	0.0151254063579534
Escherichia_coli	lypma	lypma	-0.713464861385254	0.215844988837527	30	6	0.00353191957880058	0.0159141725207584
Actinomyces_sp_ICM47	molysis	molysis	1.49706483206122	0.454267807874715	30	23	0.00361304482835533	0.0161856054449444
Veillonella_infantium	host_zero	host_zero	-1.63041212194268	0.495510439282792	30	14	0.00365629556285223	0.0162852244897154
Actinomyces_sp_oral_taxon_170	qiaamp	qiaamp	0.910238996262747	0.277941273578104	30	15	0.00378802663323049	0.0167755465185922
Prevotella_jejuni	qiaamp	qiaamp	-1.87227398236667	0.572432515390567	30	7	0.00382466164133422	0.0168415498411024
Actinomyces_sp_oral_taxon_170	benzonase	benzonase	-0.906549012655103	0.277941273578104	30	15	0.00390502340154186	0.0169921736315245
Slackia_exigua	molysis	molysis	1.00428692013685	0.307796193989911	30	19	0.00389453528589598	0.0169921736315245
Parvimonas_micra	benzonase	benzonase	1.39519667230157	0.428044247059807	30	21	0.00392464397424889	0.0169921736315245
Corynebacterium_atypicum	benzonase	benzonase	-1.36746755868435	0.420197947921783	30	0	0.00397099574989084	0.01709734281203
Leptotrichia_wadei	qiaamp	qiaamp	-1.87227398236667	0.579839679030168	30	3	0.00420851218947502	0.0180198726344925
Actinomyces_sp_ICM47	host_zero	host_zero	1.46435930188945	0.454267807874715	30	23	0.00426067928382801	0.0180640301791752
Stenotrophomonas_maltophilia	molysis	molysis	-1.73454147209522	0.538164272196795	30	19	0.00426544196488912	0.0180640301791752
Actinomyces_naeslundii	molysis	molysis	1.37580954752083	0.428155271212762	30	17	0.0043613090074377	0.0183696439171968
Actinomyces_odontolyticus	host_zero	host_zero	1.2890064697863	0.402697995714461	30	26	0.00448672334554604	0.0187095429805528
Streptococcus_sp_A12	qiaamp	qiaamp	1.28884935787176	0.402692715380524	30	20	0.00449029031533267	0.0187095429805528
Olsenella_scatoligenes	qiaamp	qiaamp	0.85652449606033	0.26902740049569	30	19	0.00466567755222286	0.0193363641870199
Anaerobiospirillum_thomasii	qiaamp	qiaamp	-1.29639296796978	0.417594722492754	30	6	0.0048358527397025	0.0199350312407949
Actinomyces_odontolyticus	molysis	molysis	1.27376281660132	0.402697995714461	30	26	0.00489112030029439	0.0200561811255458
Rubrobacter_radiotolerans	host_zero	host_zero	-1.4717890159847	0.465662204139445	30	0	0.00491831954144531	0.0200615665506322
Solobacterium_moorei	host_zero	host_zero	1.27348135508779	0.404161651013759	30	22	0.00502829318807317	0.0204027603180979
Streptococcus_sanguinis	molysis	molysis	1.37766448115358	0.43815036150174	30	22	0.00510490925674373	0.0206057535102937
Cutibacterium_acnes	benzonase	benzonase	-1.36746755868434	0.444216689419477	30	8	0.00514749547012018	0.0206699947634359
Streptococcus_parasanguinis	lypma	lypma	0.488614799939614	0.156163693347278	30	30	0.00528690632275797	0.0210120635904483
Nakamurella_silvestris	qiaamp	qiaamp	-1.39350792782123	0.445054346843355	30	0	0.00526014964899752	0.0210120635904483
Streptococcus_gordonii	benzonase	benzonase	1.06141829761475	0.340214158974996	30	24	0.00539621497479119	0.0213370745176693
Prevotella_pallens	host_zero	host_zero	-1.4813774626419	0.47664662510597	30	9	0.00554443102169206	0.0218118479279764
Atopobium_rimae	benzonase	benzonase	1.21140523918759	0.390256769397552	30	21	0.00559233221486852	0.0218891791238541
Streptococcus_oralis	molysis	molysis	1.39861992622983	0.460080835546915	30	26	0.00564277121206674	0.0219756165294056
Actinomyces_graevenitzii	host_zero	host_zero	1.10236396236432	0.356164184449598	30	25	0.00570793034461754	0.0220081891396945
Kouleothrix_aurantiaca	qiaamp	qiaamp	-1.38532888671878	0.447512326438822	30	2	0.00570119121333127	0.0220081891396945
Rubrobacter_radiotolerans	qiaamp	qiaamp	-1.43812277503466	0.465662204139445	30	0	0.00579607120404915	0.0222374018967232
Actinomyces_sp_S6_Spd3	lypma	lypma	1.13678058516399	0.370193659905537	30	22	0.00603126749498503	0.0228011332127483
Nakamurella_silvestris	benzonase	benzonase	-1.36746755868435	0.445054346843354	30	0	0.00600657377950685	0.0228011332127483
Oribacterium_asaccharolyticum	molysis	molysis	-1.7359536517527	0.564642233510245	30	4	0.00598153517995743	0.0228011332127483
Sharpea_azabuensis	benzonase	benzonase	-1.36746755868435	0.446259821856305	30	0	0.00612043976499812	0.023025926300357
Actinomyces_sp_oral_taxon_180	benzonase	benzonase	0.86679823069312	0.290388149830355	30	20	0.00643126239599675	0.0240783978594081
Corynebacterium_durum	qiaamp	qiaamp	1.28499072060771	0.423970822504951	30	17	0.00660070081843152	0.0245171708219589
Streptococcus_mitis	lypma	lypma	0.939440601546685	0.310035425430924	30	29	0.00661172735714763	0.0245171708219589
Cardiobacterium_valvarum	qiaamp	qiaamp	-1.31008538069868	0.433114848666819	30	4	0.00669137204155379	0.0246943492009723
Collinsella_aerofaciens	qiaamp	qiaamp	0.778456229644591	0.263463028908331	30	19	0.00690905154028916	0.0253768480745218
Olsenella_scatoligenes	molysis	molysis	0.805874420379594	0.26902740049569	30	19	0.00714775435740225	0.0261297623914469
Prevotella_histicola	qiaamp	qiaamp	-1.88143819888857	0.630149177615894	30	15	0.00730718871466731	0.026462949784426
Mogibacterium_diversum	qiaamp	qiaamp	1.2927937662754	0.432936342980174	30	21	0.0073005697307005	0.026462949784426
Actinomyces_sp_oral_taxon_414	qiaamp	qiaamp	-1.56577105674321	0.52699563119824	30	4	0.00755082204265737	0.0272180794560905
Actinomyces_sp_oral_taxon_170	host_zero	host_zero	0.820044290907483	0.277941273578104	30	15	0.00790953633341255	0.0283791234184941
Rubrobacter_radiotolerans	benzonase	benzonase	-1.36746755868435	0.465662204139445	30	0	0.00815819015154021	0.0290211677083526
Staphylococcus_epidermidis	molysis	molysis	-1.40083030396044	0.47706926258521	30	5	0.00816337362634949	0.0290211677083526
Actinomyces_sp_oral_taxon_181	lypma	lypma	1.16343920953204	0.39863429514606	30	22	0.00849435236768395	0.0299232867497957
Atopobium_parvulum	lypma	lypma	1.01961157997222	0.349351794950532	30	24	0.00849400225402992	0.0299232867497957
Lactobacillus_gasseri	qiaamp	qiaamp	-1.23509864539429	0.424404069557349	30	5	0.00865471025955451	0.0303502282857681
Hydrogenibacillus_schlegelii	benzonase	benzonase	-1.36746755868435	0.470404426557899	30	1	0.00871662716207451	0.0304296668946295
Lactobacillus_gasseri	molysis	molysis	-1.22864724474032	0.424404069557349	30	5	0.0089534941704998	0.0311164035073424
Streptococcus_oralis	lypma	lypma	1.30559738823743	0.460080835546915	30	26	0.00909368121848933	0.0314625131443269
Atopobium_parvulum	benzonase	benzonase	1.00720175049919	0.349351794950532	30	24	0.00919500242370654	0.0316716750149892
