"","metadata","Estimate","Std. Error","df","t value","Pr(>|t|)","taxa","sample_type","q_val"
"44","molysis",2.84415262992381,1.36683263952376,20.0000001541674,2.08083458624077,0.0505139032531163,"Actinomyces_graevenitzii","Sputum",0.0470631702629577
"45","qiaamp",2.48006234264546,1.36683263952376,20.0000001542435,1.81445940851221,0.0846371833559054,"Actinomyces_graevenitzii","Sputum",0.0738949892161574
"46","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Actinomyces_hongkongensis","BAL",0.348824233491027
"47","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Actinomyces_hongkongensis","BAL",0.239009580760037
"48","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Actinomyces_hongkongensis","BAL",0.218700155734056
"49","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Actinomyces_hongkongensis","BAL",0.0233537115947474
"50","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Actinomyces_hongkongensis","BAL",0.209790180385769
"51","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Actinomyces_hongkongensis","Nasal",0.00567171215823066
"52","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Actinomyces_hongkongensis","Nasal",0.294305628039275
"53","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Actinomyces_hongkongensis","Nasal",0.00567171215823066
"54","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Actinomyces_hongkongensis","Nasal",0.0277437051830165
"55","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Actinomyces_hongkongensis","Nasal",0.0430466327106938
"56","lypma",-1.62142844627283,1.17349413444494,19.9999943560133,-1.38170988561417,0.182301632443474,"Actinomyces_hongkongensis","Sputum",0.143775435483466
"57","benzonase",-2.70184247518341,1.17349413444494,19.9999943560182,-2.30239112056693,0.0321874802383037,"Actinomyces_hongkongensis","Sputum",0.0354110595003365
"58","host_zero",0.0726235217629675,1.17349413444494,19.9999943558327,0.0618865656259271,0.951267462083627,"Actinomyces_hongkongensis","Sputum",0.398129572571102
"59","molysis",1.43752572223103,1.17349413444494,19.9999943548494,1.22499608650449,0.234808883279174,"Actinomyces_hongkongensis","Sputum",0.17766653311087
"60","qiaamp",-0.392087816419317,1.17349413444494,19.9999943589685,-0.334119962691396,0.741767172406945,"Actinomyces_hongkongensis","Sputum",0.348824233491027
"61","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Actinomyces_johnsonii","BAL",0.348824233491027
"62","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Actinomyces_johnsonii","BAL",0.239009580760037
"63","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Actinomyces_johnsonii","BAL",0.218700155734056
"64","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Actinomyces_johnsonii","BAL",0.0233537115947474
"65","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Actinomyces_johnsonii","BAL",0.209790180385769
"66","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Actinomyces_johnsonii","Nasal",0.00567171215823066
"67","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Actinomyces_johnsonii","Nasal",0.294305628039275
"68","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Actinomyces_johnsonii","Nasal",0.00567171215823066
"69","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Actinomyces_johnsonii","Nasal",0.0277437051830165
"70","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Actinomyces_johnsonii","Nasal",0.0430466327106938
"71","lypma",-0.0567706928051857,1.60524361829576,19.9998995279794,-0.0353657800960189,0.972138672668635,"Actinomyces_johnsonii","Sputum",0.40081816761643
"72","benzonase",2.77690381732322,1.60524361829576,19.999899527437,1.72989556580288,0.0990526467945885,"Actinomyces_johnsonii","Sputum",0.085226317054181
"73","host_zero",3.91869998404765,1.60524361829576,19.99989952767,2.4411870817515,0.0240625567494927,"Actinomyces_johnsonii","Sputum",0.0277437051830165
"74","molysis",3.91247508268803,1.60524361829576,19.9998995281008,2.43730922714509,0.0242609336858368,"Actinomyces_johnsonii","Sputum",0.0277437051830165
"75","qiaamp",4.23888319621095,1.60524361829576,19.9998995279412,2.64064790409274,0.0156821074550355,"Actinomyces_johnsonii","Sputum",0.0233537115947474
"76","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Actinomyces_massiliensis","BAL",0.348824233491027
"77","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Actinomyces_massiliensis","BAL",0.239009580760037
"78","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Actinomyces_massiliensis","BAL",0.218700155734056
"79","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Actinomyces_massiliensis","BAL",0.0233537115947474
"80","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Actinomyces_massiliensis","BAL",0.209790180385769
"81","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Actinomyces_massiliensis","Nasal",0.00567171215823066
"82","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Actinomyces_massiliensis","Nasal",0.294305628039275
"83","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Actinomyces_massiliensis","Nasal",0.00567171215823066
"84","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Actinomyces_massiliensis","Nasal",0.0277437051830165
"85","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Actinomyces_massiliensis","Nasal",0.0430466327106938
"86","lypma",-1.62142844627283,1.42591460605536,20.0000000429747,-1.13711469073056,0.268931156050627,"Actinomyces_massiliensis","Sputum",0.197965868610289
"87","benzonase",1.73805632268415,1.42591460605536,20.0000000438341,1.21890631830492,0.237061955515343,"Actinomyces_massiliensis","Sputum",0.178721408753171
"88","host_zero",2.85456866087519,1.42591460605536,20.0000000431343,2.00192118711235,0.0590427174533003,"Actinomyces_massiliensis","Sputum",0.0538440772411182
"89","molysis",3.68729330901375,1.42591460605536,20.0000000427241,2.5859145374871,0.017656301557706,"Actinomyces_massiliensis","Sputum",0.0240646368869588
"90","qiaamp",2.2900309150137,1.42591460605536,20.0000000429785,1.60600845610862,0.123946303710695,"Actinomyces_massiliensis","Sputum",0.103569061724072
"91","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Actinomyces_meyeri","BAL",0.348824233491027
"92","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Actinomyces_meyeri","BAL",0.239009580760037
"93","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Actinomyces_meyeri","BAL",0.218700155734056
"94","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Actinomyces_meyeri","BAL",0.0233537115947474
"95","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Actinomyces_meyeri","BAL",0.209790180385769
"96","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Actinomyces_meyeri","Nasal",0.00567171215823066
"97","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Actinomyces_meyeri","Nasal",0.294305628039275
"98","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Actinomyces_meyeri","Nasal",0.00567171215823066
"99","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Actinomyces_meyeri","Nasal",0.0277437051830165
"100","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Actinomyces_meyeri","Nasal",0.0430466327106938
"101","lypma",-0.636503143478189,1.00262423828438,20.0000000522335,-0.634837179447533,0.532730548935305,"Actinomyces_meyeri","Sputum",0.291451980340922
"102","benzonase",0.0368428345869818,1.00262423828438,20.0000000522335,0.0367464032687106,0.971051513704781,"Actinomyces_meyeri","Sputum",0.400634545856088
"103","host_zero",1.92223120612565,1.00262423828438,20.0000000529451,1.91720001644368,0.069609373671213,"Actinomyces_meyeri","Sputum",0.0624763494032014
"104","molysis",1.75964039385223,1.00262423828438,20.0000000530651,1.75503476443298,0.0945610802772027,"Actinomyces_meyeri","Sputum",0.0816995429287787
"105","qiaamp",0.987241412587312,1.00262423828438,20.000000053204,0.984657436844542,0.336555256380131,"Actinomyces_meyeri","Sputum",0.218700155734056
"106","lypma",-0.0635164576012761,0.599465392777355,17.9009277731924,-0.105955170000725,0.91679624061476,"Actinomyces_naeslundii","BAL",0.390290412298714
"107","benzonase",-0.13027374809584,0.572305356109354,18.364549716596,-0.227629790120202,0.822449097464407,"Actinomyces_naeslundii","BAL",0.361166297998705
"108","host_zero",0.499143702533185,0.572305356109354,18.3645497156559,0.872163255515312,0.394379530753084,"Actinomyces_naeslundii","BAL",0.239009580760037
"109","molysis",0.276538979794192,0.572305356109354,18.3645497159366,0.483201802747677,0.634663024885215,"Actinomyces_naeslundii","BAL",0.313430443093284
"110","qiaamp",0.371531162220909,0.572305356109354,18.3645497164277,0.649183444213508,0.524256530562502,"Actinomyces_naeslundii","BAL",0.287973431359733
"111","lypma",0.192062367119835,0.715692532732379,24.6151576469164,0.268358769074447,0.790659406252007,"Actinomyces_naeslundii","Nasal",0.352286791308705
"112","benzonase",0.0291928548103185,0.71569383834261,24.6288930605548,0.0407895852197397,0.967792510531173,"Actinomyces_naeslundii","Nasal",0.399950809915697
"113","host_zero",0.177220114822383,0.71569383834261,24.6288930604313,0.247620009182678,0.806481159901551,"Actinomyces_naeslundii","Nasal",0.35701140252627
"114","molysis",1.11962853671399,0.71569253273238,24.6151576428375,1.56439879628122,0.130490509718931,"Actinomyces_naeslundii","Nasal",0.108391442477096
"115","qiaamp",0.879145946006575,0.71569383834261,24.6288930725863,1.22838272304046,0.230912849460288,"Actinomyces_naeslundii","Nasal",0.175356285027617
"116","lypma",-1.62142844627283,1.14902531900202,20.0000000320219,-1.41113378396319,0.173572252410843,"Actinomyces_naeslundii","Sputum",0.137673584574472
"117","benzonase",0.82931672551381,1.14902531900202,20.0000000316471,0.721756702658311,0.478798150715134,"Actinomyces_naeslundii","Sputum",0.267694094341674
"118","host_zero",4.98235518271646,1.14902531900202,20.0000000326163,4.33615787252092,0.000320610138725311,"Actinomyces_naeslundii","Sputum",0.00157586345576928
"119","molysis",4.69797264713836,1.14902531900202,20.0000000321703,4.08865894375484,0.000571790330138511,"Actinomyces_naeslundii","Sputum",0.00237952680119371
"120","qiaamp",5.19705684100015,1.14902531900202,20.0000000327286,4.52301333578449,0.000207353301404519,"Actinomyces_naeslundii","Sputum",0.00109228924474291
"121","lypma",-0.0635164576012784,0.264698461177554,17.9956044427422,-0.239957789398228,0.813075052883638,"Actinomyces_odontolyticus","BAL",0.358310149765751
"122","benzonase",-0.393589003345298,0.254571251994367,17.997747757324,-1.54608582179581,0.139486616423279,"Actinomyces_odontolyticus","BAL",0.114643599863855
"123","host_zero",-0.26910531915432,0.254571251994367,17.9977477572862,-1.05709233484178,0.304452670336757,"Actinomyces_odontolyticus","BAL",0.209790180385769
"124","molysis",0.0818260170792774,0.254571251994367,17.9977477572874,0.32142677713306,0.75158984583283,"Actinomyces_odontolyticus","BAL",0.348824233491027
"125","qiaamp",-0.13049731962905,0.254571251994367,17.9977477575473,-0.512616089235157,0.614453810854997,"Actinomyces_odontolyticus","BAL",0.306114022581201
"126","lypma",0.195215550192033,0.250124539599192,28.9999999995357,0.780473401389776,0.441436665632774,"Actinomyces_odontolyticus","Nasal",0.250052880332936
"127","benzonase",0.0306352598054112,0.250124539599192,28.9999999995357,0.12248002476887,0.903363718929426,"Actinomyces_odontolyticus","Nasal",0.387382590157369
"128","host_zero",-0.197400053496425,0.250124539599192,28.9999999995357,-0.789207063860048,0.436396179259345,"Actinomyces_odontolyticus","Nasal",0.2476471348179
"129","molysis",0.473320533775797,0.250124539599192,28.9999999995357,1.89233945031648,0.0684674999283544,"Actinomyces_odontolyticus","Nasal",0.0616287072525605
"130","qiaamp",-0.120123884027517,0.250124539599192,28.9999999995357,-0.480256292405407,0.634648095529008,"Actinomyces_odontolyticus","Nasal",0.313430443093284
"131","lypma",1.20636075055978,1.34097888931776,20.0000000098077,0.899612037273406,0.379031178936761,"Actinomyces_odontolyticus","Sputum",0.233221153077668
"132","benzonase",1.06592146047857,1.34097888931776,20.0000000104629,0.794883102910641,0.436013472963866,"Actinomyces_odontolyticus","Sputum",0.247542475052017
"133","host_zero",2.29551694557209,1.34097888931776,20.0000000104906,1.71182183691195,0.102393851856805,"Actinomyces_odontolyticus","Sputum",0.087678155637256
"134","molysis",2.25513131453314,1.34097888931776,20.0000000094794,1.68170530684525,0.108175768625193,"Actinomyces_odontolyticus","Sputum",0.0919981264661982
"135","qiaamp",2.71530506823995,1.34097888931776,20.0000000104135,2.02486787068019,0.0564386532622844,"Actinomyces_odontolyticus","Sputum",0.0518480269642893
"136","lypma",-0.0635164576012763,0.597303360610667,18.245816554999,-0.106338691174178,0.916474087324398,"Actinomyces_oris","BAL",0.390290412298714
"137","benzonase",-0.171167288017667,0.569666275325757,18.7248190588502,-0.300469407145065,0.767129677363809,"Actinomyces_oris","BAL",0.348824233491027
"138","host_zero",-0.198848939830562,0.569666275325757,18.7248190595384,-0.349062158746984,0.730937223325709,"Actinomyces_oris","BAL",0.346186176489276
"139","molysis",0.19983428031807,0.569666275325757,18.7248190592095,0.350791838965361,0.729660220286811,"Actinomyces_oris","BAL",0.345712513276058
"140","qiaamp",-0.217223944464686,0.569666275325757,18.724819059656,-0.381317894131031,0.707259678148093,"Actinomyces_oris","BAL",0.338680693959734
"141","lypma",-0.231171500656094,0.567055351877595,24.808185343573,-0.40767007998541,0.687012660026463,"Actinomyces_oris","Nasal",0.332703121925435
"142","benzonase",-0.394534449234774,0.567214417382191,24.9452468735001,-0.695564917153605,0.49313096417837,"Actinomyces_oris","Nasal",0.27458330538352
"143","host_zero",-0.333447574881348,0.567214417382191,24.9452468718868,-0.587868651894068,0.561905140796774,"Actinomyces_oris","Nasal",0.294305628039275
"144","molysis",0.540144288258039,0.567055351877595,24.8081853438128,0.952542439586454,0.35001133230799,"Actinomyces_oris","Nasal",0.218700155734056
"145","qiaamp",-0.4606691734114,0.567214417382191,24.94524687233,-0.812160550392004,0.424382503877093,"Actinomyces_oris","Nasal",0.241818844839668
"146","lypma",4.53999288726791,1.33104454576905,19.9999999888318,3.41084969823063,0.00277113368140235,"Actinomyces_oris","Sputum",0.00567171215823066
"147","benzonase",6.39417022692315,1.33104454576905,19.9999999894393,4.80387395541952,0.000108034235756551,"Actinomyces_oris","Sputum",0.000627332797012512
"148","host_zero",6.23905455261369,1.33104454576905,19.9999999874535,4.6873371537005,0.000141518131863982,"Actinomyces_oris","Sputum",0.000795855389159013
"149","molysis",6.66643482386026,1.33104454576905,19.9999999880547,5.00842353101603,6.74125431981758e-05,"Actinomyces_oris","Sputum",0.00040855312823541
"150","qiaamp",6.59423613519376,1.33104454576905,19.9999999903602,4.95418140298507,7.63698566973563e-05,"Actinomyces_oris","Sputum",0.000454022870263004
"151","lypma",-0.0635164576012763,1.07257170012741,17.5672652221514,-0.059218845317037,0.953446250253857,"Actinomyces_sp_HMSC035G02","BAL",0.398253569128661
"152","benzonase",-0.809426871240023,1.02876897503827,17.7679037614833,-0.786791681008764,0.441772500371641,"Actinomyces_sp_HMSC035G02","BAL",0.250129625802305
"153","host_zero",0.668527709526305,1.02876897503827,17.7679037609292,0.64983268911413,0.524113638284416,"Actinomyces_sp_HMSC035G02","BAL",0.287973431359733
"154","molysis",0.451767131750215,1.02876897503827,17.7679037618431,0.43913370514834,0.665858407615415,"Actinomyces_sp_HMSC035G02","BAL",0.32574388127888
"155","qiaamp",-0.855483527687042,1.02876897503827,17.7679037616574,-0.831560387651871,0.416693176643359,"Actinomyces_sp_HMSC035G02","BAL",0.239009580760037
"156","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Actinomyces_sp_HMSC035G02","Nasal",0.00567171215823066
"157","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Actinomyces_sp_HMSC035G02","Nasal",0.294305628039275
"158","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Actinomyces_sp_HMSC035G02","Nasal",0.00567171215823066
"159","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Actinomyces_sp_HMSC035G02","Nasal",0.0277437051830165
"160","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Actinomyces_sp_HMSC035G02","Nasal",0.0430466327106938
"161","lypma",3.48689792771259,1.27425783498801,20.0000000077736,2.7364147443091,0.0127206593226436,"Actinomyces_sp_HMSC035G02","Sputum",0.020624999444927
"162","benzonase",3.52553553567823,1.27425783498801,20.0000000077726,2.76673640049574,0.0118996092973038,"Actinomyces_sp_HMSC035G02","Sputum",0.0194198699014951
"163","host_zero",4.86829134779778,1.27425783498801,20.0000000077756,3.82049159450024,0.00107010740299332,"Actinomyces_sp_HMSC035G02","Sputum",0.00407313283516471
"164","molysis",4.68405020197743,1.27425783498801,20.0000000075774,3.67590457234386,0.001498993795974,"Actinomyces_sp_HMSC035G02","Sputum",0.00548808090839295
"165","qiaamp",5.15936604338094,1.27425783498801,20.0000000074136,4.0489184384175,0.000627479420295251,"Actinomyces_sp_HMSC035G02","Sputum",0.00256007747892201
"166","lypma",-0.0635164576012751,0.189707353754342,17.9981136239766,-0.334812838534054,0.741636715884173,"Actinomyces_sp_HPA0247","BAL",0.348824233491027
"167","benzonase",-0.387506380117738,0.182452474475499,17.9989881649258,-2.12387571739826,0.0477975067607367,"Actinomyces_sp_HPA0247","BAL",0.0446991254938192
"168","host_zero",-0.316548294357964,0.182452474475499,17.9989881649614,-1.73496301032888,0.0998379549788188,"Actinomyces_sp_HPA0247","BAL",0.0857837665807361
"169","molysis",-0.24494547441431,0.182452474475499,17.9989881642758,-1.34251659298379,0.196116884457711,"Actinomyces_sp_HPA0247","BAL",0.153315166215144
"170","qiaamp",-0.199958384402577,0.182452474475499,17.9989881649637,-1.09594778025019,0.287549678002623,"Actinomyces_sp_HPA0247","BAL",0.208475386397993
"171","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Actinomyces_sp_HPA0247","Nasal",0.00567171215823066
"172","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Actinomyces_sp_HPA0247","Nasal",0.294305628039275
"173","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Actinomyces_sp_HPA0247","Nasal",0.00567171215823066
"174","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Actinomyces_sp_HPA0247","Nasal",0.0277437051830165
"175","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Actinomyces_sp_HPA0247","Nasal",0.0430466327106938
"176","lypma",0.49895916151568,1.26842507867591,20.0000000088995,0.393369044734227,0.698208857196206,"Actinomyces_sp_HPA0247","Sputum",0.336169173178254
"177","benzonase",1.77916169993866,1.26842507867591,20.0000000085503,1.40265414950318,0.17605281993932,"Actinomyces_sp_HPA0247","Sputum",0.13937546888245
"178","host_zero",2.80153144243179,1.26842507867591,20.0000000086986,2.20866923047301,0.0390324151352904,"Actinomyces_sp_HPA0247","Sputum",0.0423007428352475
